block19.java_method#1#10,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/util/OpenStrategy.java_run#346#356,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/util/OpenStrategy.java_handleEvent#307#446,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/util/OpenStrategy.java_initializeHandler#283#501
block23.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/AbstractTableViewer.java_handleEvent#64#90,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/AbstractTableViewer.java_addTableListener#61#93
block4.java_method#1#11,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_handleEvent#1279#1296,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_copyMenu#1269#1334
block1.java_method#1#10,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_handleEvent#411#425,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_getMenuItemListener#408#429,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_handleEvent#383#397,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_handleEvent#453#467,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_getButtonListener#380#401,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_getToolItemListener#450#471
block32.java_method#1#14,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_run#821#879,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_remove#815#881
block24.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/AbstractTreeViewer.java_createChildren#779#827,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/AbstractTreeViewer.java_run#792#821
block3.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_handleEvent#1214#1224,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/action/ActionContributionItem.java_getMenuCreatorListener#1211#1228
block7.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/commands/ActionHandler.java_propertyChange#77#84,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/commands/ActionHandler.java_attachListener#74#89
block33.java_method#1#9,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_run#821#879,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_remove#815#881
block29.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_handleEvent#259#269,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/viewers/TreeViewer.java_hookControl#244#273
block11.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ControlDecoration.java_mouseMove#645#657,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_54381_2/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ControlDecoration.java_addControlListeners#600#753
