block19.java_method#1#18,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_propertyChange#259#285,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_addSetModelObjectListener#257#287
block18.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_propertyChange#230#240,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_addSetConflictListener#228#242,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/ConflictModel.java_init#219#249
block4.java_method#1#13,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/NewWizardNewPage.java_doubleClick#350#363,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/NewWizardNewPage.java_createFilteredTree#283#374
block1.java_method#1#10,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/e4/ui/workbench/addons/perspectiveswitcher/PerspectiveSwitcher.java_propertyChange#799#811,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/e4/ui/workbench/addons/perspectiveswitcher/PerspectiveSwitcher.java_setPropertyChangeListener#796#814
block3.java_method#1#17,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/NavigationHistory.java_run#194#211,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/NavigationHistory.java_markEditor#186#213
block20.java_method#1#6,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_propertyChange#291#299,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_addSetSchemeListener#289#301,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/ConflictModel.java_init#219#249
block7.java_method#1#13,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/KeysPreferencePage.java_compare#2012#2034,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/KeysPreferencePage.java_sortParameterizedCommands#2006#2038
block14.java_method#1#26,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_propertyChange#896#924,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_createDataControls#575#928
block11.java_method#1#22,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_selectionChanged#834#865,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/NewKeysPreferencePage.java_createDataControls#575#928
block17.java_method#1#14,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_addSetBindingListener#205#226,/home/gesad/PycharmProjects/Diff/befores/platform.ui/before_87430_4/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/model/KeyController.java_propertyChange#207#224
