block19.java_method#1#12,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/StashApplyOperation.java_run#62#84,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/StashApplyOperation.java_execute#58#88
block18.java_method#1#19,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SquashCommitsOperation.java_execute#70#138,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SquashCommitsOperation.java_run#74#134
block5.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CreateLocalBranchOperation.java_run#88#125,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CreateLocalBranchOperation.java_execute#85#130
block4.java_method#1#11,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CreateLocalBranchOperation.java_run#88#125,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CreateLocalBranchOperation.java_execute#85#130
block1.java_method#1#8,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CherryPickOperation.java_execute#83#120,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CherryPickOperation.java_run#87#116
block24.java_method#1#15,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SubmoduleSyncOperation.java_run#65#83,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SubmoduleSyncOperation.java_execute#61#87
block20.java_method#1#7,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/StashApplyOperation.java_run#62#84,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/StashApplyOperation.java_execute#58#88,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/RevertCommitOperation.java_execute#82#117,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/RevertCommitOperation.java_run#86#113,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CherryPickOperation.java_execute#83#120,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/CherryPickOperation.java_run#87#116,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/ResetOperation.java_reset#88#115,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/EditCommitOperation.java_run#67#107,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/MergeOperation.java_run#159#220,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/EditCommitOperation.java_execute#63#112,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/MergeOperation.java_execute#152#225,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SquashCommitsOperation.java_execute#70#138,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SquashCommitsOperation.java_run#74#134,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SubmoduleUpdateOperation.java_execute#75#155,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/SubmoduleUpdateOperation.java_run#79#151
block7.java_method#1#14,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/DeleteBranchOperation.java_execute#100#149,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/DeleteBranchOperation.java_run#103#144
block14.java_method#1#11,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/RenameBranchOperation.java_run#58#71,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/RenameBranchOperation.java_execute#54#76
block11.java_method#1#14,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/MergeOperation.java_run#159#220,/home/gesad/PycharmProjects/Diff/befores/egit/before_160890_5/org.eclipse.egit.core/src/org/eclipse/egit/core/op/MergeOperation.java_execute#152#225
